# 	Z	N	A	BE [MeV]		sigma [MeV]
   30  53  83	6.829425377e+02	2.606238126e-01
   30  54  84	6.868907936e+02	3.729040385e-01
   30  55  85	6.883554048e+02	4.792844567e-01
   31  31  62	5.276423608e+02	1.462043856e-01
   31  32  63	5.409760027e+02	1.324012002e-01
   31  33  64	5.508022051e+02	1.333844442e-01
   31  34  65	5.630311214e+02	1.253815452e-01
   31  35  66	5.720271076e+02	1.245010529e-01
   31  36  67	5.832921777e+02	1.163325883e-01
   31  37  68	5.915301136e+02	1.152712895e-01
   31  38  69	6.017979616e+02	1.082036151e-01
   31  39  70	6.092548213e+02	1.084910226e-01
   31  40  71	6.188172327e+02	1.037148826e-01
   31  41  72	6.256437223e+02	1.051679749e-01
   31  42  73	6.344663284e+02	1.022944653e-01
   31  43  74	6.410727504e+02	1.047640344e-01
   31  44  75	6.494408928e+02	1.032952409e-01
   31  45  76	6.555973944e+02	1.057092548e-01
   31  46  77	6.633304183e+02	1.048234095e-01
   31  47  78	6.688774614e+02	1.069453078e-01
   31  48  79	6.757379888e+02	1.068307243e-01
   31  49  80	6.806786816e+02	1.102774637e-01
   31  50  81	6.873382597e+02	1.142433716e-01
   31  51  82	6.903221472e+02	1.228964157e-01
   31  52  83	6.948695692e+02	1.399896855e-01
   31  53  84	6.977978869e+02	1.856308514e-01
   31  54  85	7.017557391e+02	2.643320816e-01
   31  55  86	7.040219328e+02	3.664685449e-01
   31  56  87	7.073107214e+02	4.692129477e-01
   32  28  60	4.867615054e+02	4.356723985e-01
